Date,FPI_Equity_Flow,FPI_Debt_Flow,FPI_Total_Flow,FPI_Equity_Flow_3M,FPI_Debt_Flow_3M,FPI_Equity_Flow_12M,FPI_Debt_Flow_12M
2023-04-11,178.35,183.47,361.82,9171.08,1521.6900000000005,35943.82,5568.049999999999
2023-04-12,611.77,305.22,916.98,9437.14,2106.1900000000005,37044.61,5968.45
2023-04-13,187.64,317.56,505.2,9239.900000000001,2482.2400000000007,36298.64,5864.860000000001
2023-04-14,-568.36,-283.99,-852.35,8473.8,1717.5800000000006,34868.66,5607.21
2023-04-17,-105.91,-147.11,-253.02,8317.31,2068.9900000000002,34294.939999999995,5547.51
2023-04-18,165.96,348.37,514.33,8165.280000000001,2987.8700000000003,33470.0,5703.28
2023-04-19,-127.27,-178.53,-305.8,9204.13,2732.5200000000004,34071.04,5793.76
2023-04-20,-9.33,-39.91,-49.24,8753.77,2775.3900000000003,34223.93,5397.360000000001
2023-04-21,54.3,522.76,577.06,8644.980000000001,3245.8300000000004,34545.88,6186.92
2023-04-24,59.56,35.66,95.22,8715.78,2947.9,34144.7,6487.6
2023-04-25,126.13,-168.03,-41.9,7718.4800000000005,2895.6400000000003,34695.9,6542.48
2023-04-26,-430.3,-213.29,-643.59,7525.650000000001,3194.2500000000005,33786.85,6051.339999999999
2023-04-27,-258.51,149.82,-108.69,7368.68,2680.7300000000005,32743.070000000003,6336.1900000000005
2023-04-28,-542.29,-349.94,-892.24,5730.61,2579.96,31753.18,6340.65
2023-05-01,588.91,-24.2,564.71,6635.55,2823.4700000000003,32100.21,6448.15
2023-05-02,-952.82,149.97,-802.85,5857.79,2592.3200000000006,31541.33,6557.7300000000005
2023-05-03,676.8,439.74,1116.54,6508.1,3097.4100000000003,32541.56,7301.76
2023-05-04,793.17,250.26,1043.44,6780.9,3316.6900000000005,32609.92,7847.52
2023-05-05,-51.09,-164.22,-215.31,6525.910000000001,2957.6300000000006,32069.160000000003,6999.91
2023-05-08,-1201.57,403.53,-798.04,5870.65,2986.09,30787.1,7611.61
2023-05-09,-80.66,-39.85,-120.51,5956.07,2996.28,30815.39,7618.67
2023-05-10,67.91,-320.71,-252.8,6227.66,2169.5800000000004,31796.199999999997,7358.13
2023-05-11,-405.3,-1.61,-406.91,5760.969999999999,2758.7100000000005,31826.329999999998,7432.929999999999
2023-05-12,-157.61,481.45,323.84,5290.44,2962.2200000000003,30613.01,7677.98
2023-05-15,865.1,99.57,964.67,5846.4400000000005,3263.6500000000005,32018.34,7443.11
2023-05-16,432.46,53.76,486.22,7066.910000000001,2855.73,32256.06,7538.66
2023-05-17,-362.28,541.16,178.88,6072.66,3304.2800000000007,31290.06,8400.76
2023-05-18,-698.8,-379.41,-1078.21,5147.58,3076.7400000000002,31118.72,7589.02
2023-05-19,-63.51,-335.68,-399.19,4291.8,2492.2100000000005,30862.85,7231.94
2023-05-22,-6.73,-434.75,-441.48,3962.9700000000003,1739.5000000000005,30287.16,6228.09
2023-05-23,348.1,161.79,509.89,3660.4100000000003,1658.7200000000005,30529.01,7013.56
2023-05-24,-167.66,99.95,-67.71,3159.4800000000005,2017.5800000000004,28827.149999999998,7004.889999999999
2023-05-25,355.75,512.82,868.57,2742.1200000000003,2625.6100000000006,29917.2,6892.129999999999
2023-05-26,1067.58,123.04,1190.62,3448.57,2699.8700000000003,30355.420000000002,7071.150000000001
2023-05-29,507.75,-71.25,436.5,3905.28,2591.0000000000005,30849.57,7017.55
2023-05-30,75.96,50.54,126.49,2745.0200000000004,2366.6200000000003,30439.57,6929.4400000000005
2023-05-31,8.42,85.31,93.74,2208.92,3006.4,30127.34,7132.389999999999
2023-06-01,-78.34,-451.53,-529.86,1743.71,2404.5700000000006,30315.58,6724.48
2023-06-02,690.32,863.1,1553.42,2972.1800000000003,3304.6600000000003,30791.4,7638.92
2023-06-05,-213.66,205.96,-7.7,3302.67,3712.1700000000005,31406.690000000002,7983.11
2023-06-06,122.61,113.0,235.61,3178.92,3997.9200000000005,31127.680000000004,7677.45
2023-06-07,125.6,234.55,360.15,3131.7599999999998,4246.830000000001,31004.2,7723.679999999999
2023-06-08,-150.89,262.82,111.93,3187.9300000000003,5539.9800000000005,30433.980000000003,7861.31
2023-06-09,-586.23,7.83,-578.4,2431.21,5708.2,29218.690000000002,7576.570000000001
2023-06-12,261.49,-139.37,122.11,1798.39,5781.570000000001,29196.37,7466.51
2023-06-13,69.5,229.84,299.33,1420.19,5801.580000000001,29091.829999999998,7878.61
2023-06-14,350.12,165.71,515.83,2240.81,6158.950000000001,29782.48,8175.11
2023-06-15,-166.8,-192.97,-359.77,2029.76,5980.51,29871.79,7931.610000000001
2023-06-16,710.41,475.71,1186.12,3042.6500000000005,5943.54,29888.829999999998,8675.08
2023-06-19,-338.39,138.01,-200.38,2798.11,5733.240000000001,28732.27,8913.17
2023-06-20,956.02,268.95,1224.97,3860.94,5681.51,29707.350000000002,9286.95
2023-06-21,-773.82,467.58,-306.24,3225.9400000000005,6249.05,28810.530000000002,9067.16
2023-06-22,317.39,56.57,373.95,4070.9,6092.71,29480.23,9905.869999999999
2023-06-23,337.72,145.09,482.8,4372.45,6257.97,29131.57,10054.85
2023-06-26,-297.78,293.01,-4.77,4254.97,6559.81,28401.079999999998,9780.15
2023-06-27,312.2,-167.46,144.74,5931.89,6219.4400000000005,27642.67,9526.14
2023-06-28,739.76,66.22,805.97,5545.16,6414.76,28721.59,9316.33
2023-06-29,-1008.41,87.66,-920.74,3892.3700000000003,6004.52,27802.18,9324.04
2023-06-30,351.37,-236.82,114.55,4331.89,5765.740000000001,27937.83,9237.42
2023-07-03,-1146.64,745.29,-401.34,3075.84,6275.52,26367.95,10605.28
2023-07-04,-382.83,-372.19,-755.02,3178.84,5416.650000000001,25992.95,10121.449999999999
2023-07-05,914.58,-339.43,575.15,3145.56,4717.720000000001,27244.010000000002,9964.7
2023-07-06,-190.89,444.27,253.38,1906.0300000000002,5534.67,26512.420000000002,10599.07
2023-07-07,-486.94,263.98,-222.96,1240.74,5615.18,25564.91,10962.75
2023-07-10,1.03,-257.79,-256.76,629.9999999999999,5052.17,25924.08,10131.5
2023-07-11,1133.95,232.19,1366.14,1576.31,4966.8,26280.309999999998,9592.24
2023-07-12,-815.84,490.36,-325.49,1328.83,5741.150000000001,24779.37,9967.439999999999
2023-07-13,-425.65,40.92,-384.73,1009.0899999999999,5929.18,24186.57,10097.789999999999
2023-07-14,848.72,829.65,1678.36,1691.85,6410.460000000001,24895.489999999998,11230.61
2023-07-17,1028.85,-467.22,561.63,2847.97,6121.77,25547.31,10572.83
2023-07-18,48.28,258.15,306.43,2905.58,6419.83,25926.44,10246.109999999999
2023-07-19,-519.53,399.96,-119.57,2331.75,6297.03,25291.89,10670.27
2023-07-20,1147.92,317.4,1465.32,3420.11,6578.7699999999995,27416.0,11651.37
2023-07-21,897.22,-11.31,885.91,4191.2,6735.490000000001,27774.99,11389.050000000001
2023-07-24,439.47,-37.13,402.34,5060.97,6911.650000000001,28895.210000000003,11006.3
2023-07-25,-306.2,183.24,-122.96,5013.28,6945.07,27737.3,11615.289999999999
2023-07-26,75.49,294.73,370.21,5631.0599999999995,7589.740000000001,27877.850000000002,11807.07
2023-07-27,19.82,230.74,250.56,5061.969999999999,7844.68,27903.500000000004,11852.44
2023-07-28,265.43,362.02,627.44,6280.22,8056.73,28382.800000000003,12186.39
2023-07-31,825.5,-255.66,569.84,6428.92,7361.33,29252.32,12117.96
2023-08-01,539.71,-18.33,521.38,6175.46,7092.74,28982.760000000002,11744.849999999999
2023-08-02,-438.69,-232.0,-670.69,5787.860000000001,7024.96,29687.969999999998,11583.859999999999
2023-08-03,788.25,-65.83,722.41,7777.68,6555.6,29737.739999999998,11913.59
2023-08-04,256.57,354.57,611.13,8114.91,6950.02,29725.3,12833.0
2023-08-07,443.53,82.4,525.93,8490.53,7353.13,30672.34,12487.150000000001
2023-08-08,833.27,832.06,1665.33,9729.1,8186.8,31943.27,13084.210000000001
2023-08-09,-455.79,108.02,-347.77,9430.92,7813.370000000001,30549.280000000002,13115.84
2023-08-10,82.09,67.91,149.99,8647.91,7781.71,31004.120000000003,13265.83
2023-08-11,-165.73,81.85,-83.87,8049.72,7809.8,31315.07,13456.380000000001
2023-08-14,-683.93,-141.34,-825.27,7728.07,7127.3,29962.48,13587.76
2023-08-15,273.35,32.65,306.0,8700.22,7539.36,29966.55,13699.85
2023-08-16,1355.78,388.34,1744.11,10119.509999999998,8263.380000000001,31691.29,14674.220000000001
2023-08-17,-820.04,84.19,-735.85,9306.199999999999,8782.32,30662.940000000002,14929.23
2023-08-18,83.86,-188.04,-104.18,9041.960000000001,8432.490000000002,31159.68,14784.47
2023-08-21,420.27,-227.53,192.75,9629.89,8105.01,30929.539999999997,14323.98
2023-08-22,161.54,-85.06,76.48,9435.68,7507.130000000001,30460.39,14200.9
2023-08-23,43.44,72.16,115.6,8411.54,7456.25,30137.83,13984.58
2023-08-24,-549.61,408.08,-141.53,7354.18,7935.58,29307.390000000003,13937.92
2023-08-25,216.39,-352.15,-135.75,7494.610000000001,7532.889999999999,28543.190000000002,13218.32
2023-08-28,-278.38,-45.95,-324.33,7207.81,7401.63,28164.97,12981.22
2023-08-29,-994.96,93.29,-901.67,6291.19,7946.45,27660.95,13020.95
2023-08-30,697.3,-500.11,197.18,6298.17,6583.240000000001,28033.51,12765.08
2023-08-31,579.19,-200.08,379.11,7091.0199999999995,6177.200000000001,27469.68,12293.019999999999
2023-09-01,125.83,-153.97,-28.14,7094.24,5910.2300000000005,28002.89,11585.130000000001
2023-09-04,214.54,-188.79,25.75,7183.179999999999,5486.89,28298.16,11243.71
2023-09-05,637.16,107.57,744.73,7971.23,5331.639999999999,28627.100000000002,10726.099999999999
2023-09-06,212.17,1.83,214.0,8769.63,5325.639999999999,28766.219999999998,11135.599999999999
2023-09-07,552.01,-116.59,435.42,9060.15,5348.42,29709.38,11315.26
2023-09-08,-48.74,178.39,129.65,8941.91,5296.97,28999.71,11187.09
2023-09-11,755.99,566.92,1322.91,9347.78,5698.18,28495.68,11624.72
2023-09-12,260.39,541.78,802.17,9774.97,6432.929999999999,28558.0,11722.369999999999
2023-09-13,197.03,-526.83,-329.81,9261.59,5430.389999999999,29107.059999999998,11150.179999999998
2023-09-14,-535.03,223.12,-311.91,9064.949999999999,5515.5,29246.510000000002,11583.69
2023-09-15,243.48,-3.41,240.07,8352.41,5243.139999999999,29261.0,11594.36
2023-09-18,-315.98,96.55,-219.43,8810.25,4872.11,28293.08,12100.72
2023-09-19,-219.14,-69.48,-288.63,8273.72,4746.0599999999995,27736.36,12319.82
2023-09-20,-307.69,85.28,-222.41,7628.3099999999995,4686.25,27329.87,12063.37
2023-09-21,-433.12,95.42,-337.7,7492.969999999999,4488.66,27091.39,11846.95
2023-09-22,1162.39,-123.69,1038.7,8343.16,4532.429999999999,28699.86,11564.36
2023-09-25,765.67,-218.91,546.76,8369.07,4247.3,28948.15,11811.77
2023-09-26,1060.18,-84.61,975.58,10437.66,4075.03,29451.440000000002,11784.68
2023-09-27,-511.45,120.28,-391.17,9574.84,4432.129999999999,29612.850000000002,12222.460000000001
2023-09-28,135.63,229.7,365.33,10857.11,3916.54,28853.56,12049.199999999999
2023-09-29,-546.75,306.0,-240.75,10693.19,4594.73,27919.77,12480.32
2023-10-02,-247.85,-98.26,-346.1,9530.76,4835.9,26872.12,12657.779999999999
2023-10-03,-359.06,135.15,-223.91,9362.59,4526.78,27084.120000000003,12733.99
2023-10-04,719.79,338.75,1058.54,10569.32,4601.55,28386.82,13214.79
2023-10-05,-98.11,399.68,301.56,10470.179999999998,5259.0199999999995,28263.19,13119.349999999999
2023-10-06,634.19,32.35,666.54,9970.42,5059.18,28545.99,13322.14
2023-10-09,402.06,-16.28,385.78,11188.32,4552.54,27949.87,13675.630000000001
2023-10-10,1251.82,107.34,1359.16,12865.79,4618.96,28748.65,14378.84
2023-10-11,-639.72,-294.91,-934.63,11377.349999999999,3494.4,28130.27,14043.169999999998
2023-10-12,729.62,-8.08,721.53,11078.12,3953.54,29273.07,14153.669999999998
2023-10-13,673.22,273.38,946.6,11703.06,3968.77,29231.29,14805.72
2023-10-16,-386.69,242.58,-144.11,11835.9,3811.3900000000003,29226.949999999997,14641.53
2023-10-17,603.57,-31.08,572.49,11291.55,3462.91,28916.29,14360.28
2023-10-18,268.07,115.32,383.39,10662.4,3589.54,29226.550000000003,14434.07
2023-10-19,-13.74,-197.4,-211.13,10209.19,3429.27,28317.52,13777.37
2023-10-20,-311.97,261.05,-50.92,10203.42,3507.08,27566.079999999998,13789.66
2023-10-23,-259.55,26.65,-232.9,9868.38,3239.0000000000005,27275.03,14013.169999999998
2023-10-24,1124.91,-32.79,1092.12,10973.47,2975.4700000000003,28559.64,14242.15
2023-10-25,100.34,-58.52,41.82,10808.38,2554.9300000000003,28730.43,13888.24
2023-10-26,491.07,31.13,522.2,10473.95,2841.72,28907.34,13750.460000000001
2023-10-27,-295.45,-84.36,-379.81,9638.789999999999,2775.69,28473.309999999998,13565.18
2023-10-30,-289.93,247.44,-42.48,9787.55,3255.13,28380.29,14016.57
2023-10-31,640.99,-68.59,572.41,9640.29,3252.3700000000003,29004.1,13715.6
2023-11-01,-574.79,527.89,-46.9,8808.93,3425.69,28290.02,14420.14
2023-11-02,-107.61,489.56,381.96,8257.789999999999,3832.85,29146.78,14890.3
2023-11-03,117.01,-217.46,-100.45,7541.53,2783.33,28934.71,14188.76
2023-11-06,155.69,70.91,226.6,8153.01,2746.2200000000003,29480.26,14407.92
2023-11-07,10.45,-145.2,-134.74,8081.37,2533.11,29967.38,14684.619999999999
2023-11-08,297.91,-47.99,249.92,8545.01,2403.2700000000004,31008.96,14902.39
2023-11-09,446.43,650.73,1097.16,9675.369999999999,3195.34,32252.34,15204.829999999998
2023-11-10,467.32,-42.27,425.05,9869.34,3120.4200000000005,33297.38,15036.14
2023-11-13,-392.9,158.07,-234.83,8120.66,2890.15,33158.99,15182.87
2023-11-14,-42.08,212.4,170.32,8898.62,3018.36,32040.28,15498.0
2023-11-15,697.38,-250.19,447.19,9512.14,2956.21,32900.6,15052.199999999999
2023-11-16,547.32,-206.53,340.79,9639.19,2977.2100000000005,33259.04,15050.4
2023-11-17,-586.43,-311.81,-898.24,8891.220000000001,2750.46,32372.370000000003,14596.89
2023-11-20,275.74,-215.79,59.95,9123.52,2462.51,32482.579999999998,14550.48
2023-11-21,-889.11,-805.01,-1694.12,8784.02,1249.4200000000005,31532.190000000002,13964.77
2023-11-22,123.47,213.37,336.84,8691.1,1814.94,32153.309999999998,14319.390000000001
2023-11-23,1048.88,666.26,1715.14,10018.36,2527.15,32376.73,15048.269999999999
2023-11-24,-373.95,94.35,-279.6,10639.37,2528.21,30999.18,15107.269999999999
2023-11-27,-317.16,-374.88,-692.04,9624.91,2653.4400000000005,31423.35,14611.75
2023-11-28,482.01,-142.83,339.18,9527.73,2710.6900000000005,32317.370000000003,15525.43
2023-11-29,-671.4,-87.66,-759.06,8730.5,2777.0,31685.88,15630.07
2023-11-30,-216.38,-255.28,-471.65,8299.58,2710.51,31851.77,15442.26
2023-12-01,398.22,308.05,706.28,8060.64,2910.9900000000002,31897.01,15248.789999999999
2023-12-04,-217.14,293.08,75.94,7631.33,3202.2400000000002,31944.010000000002,15815.869999999999
2023-12-05,-17.98,-296.64,-314.62,7061.34,3022.19,30743.5,15420.39
2023-12-06,472.09,267.52,739.62,7582.17,3111.32,30520.32,15189.4
2023-12-07,310.77,508.04,818.82,7136.95,3052.4400000000005,30624.800000000003,16041.329999999998
2023-12-08,233.41,620.77,854.18,7109.969999999999,3131.4300000000003,30244.72,16493.91
2023-12-11,-69.56,909.56,840.0,6843.38,4567.820000000001,29522.21,17594.15
2023-12-12,285.03,-220.6,64.43,7663.44,4124.1,29989.21,17474.94
2023-12-13,38.13,897.27,935.4,7458.09,5024.780000000001,30335.45,18563.14
2023-12-14,328.9,-56.26,272.64,8102.969999999999,4871.97,30525.280000000002,18676.44
2023-12-15,-148.47,-127.74,-276.21,8173.640000000001,4813.710000000001,29845.99,17682.129999999997
2023-12-18,8.72,148.12,156.84,8490.05,4876.550000000001,29685.18,17526.909999999996
2023-12-19,-394.98,-124.62,-519.6,8528.19,4656.51,29978.699999999997,17021.77
2023-12-20,82.5,169.71,252.21,7448.3,4949.91,30362.609999999997,16993.879999999997
2023-12-21,-305.5,-346.02,-651.52,6377.13,4822.8,29994.1,17079.74
2023-12-22,-457.02,-21.63,-478.65,4859.93,4885.780000000001,29474.91,16889.62
2023-12-25,229.33,435.67,665.01,5600.71,5201.17,28617.97,16953.41
2023-12-26,206.37,32.88,239.25,5671.450000000001,5004.35,29417.329999999998,17192.309999999998
2023-12-27,491.44,92.48,583.92,6709.64,4790.83,29555.98,16945.19
2023-12-28,-115.56,192.58,77.01,6841.929999999999,5081.670000000001,28595.86,16876.47
2023-12-29,304.03,401.2,705.22,7505.02,5347.72,27664.17,16672.059999999998
2024-01-01,375.4,-446.57,-71.17,7160.63,4562.400000000001,28141.77,16300.820000000002
2024-01-02,322.39,225.36,547.74,7581.13,4388.080000000001,28118.45,16805.46
2024-01-03,-312.83,-30.44,-343.27,6634.110000000001,4325.29,27420.74,16833.51
2024-01-04,174.68,99.99,274.67,6406.73,4441.56,27397.68,16452.829999999998
2024-01-05,282.07,367.99,650.06,5436.9800000000005,4702.210000000001,27629.170000000002,17319.34
2024-01-08,103.59,-308.26,-204.67,6180.29,4688.860000000001,27414.77,17581.59
2024-01-09,-943.24,-253.79,-1197.03,4507.43,4443.150000000001,27637.649999999998,17250.98
2024-01-10,180.24,-530.63,-350.38,4014.4500000000003,3639.1400000000003,27376.86,16803.129999999997
2024-01-11,1206.27,-114.75,1091.52,5607.41,3281.8100000000004,28420.04,16636.059999999998
2024-01-12,-80.02,449.13,369.11,4923.820000000001,3762.0200000000004,28351.260000000002,16751.6
2024-01-15,-264.04,13.82,-250.21,4391.71,3660.5200000000004,26963.79,16881.19
2024-01-16,286.67,-352.04,-65.36,4692.12,3505.8800000000006,27487.93,17041.05
2024-01-17,256.19,-95.7,160.49,5260.28,3149.1300000000006,27845.66,16282.01
2024-01-18,696.37,-396.36,300.01,6216.200000000001,2726.120000000001,27446.25,16134.82
2024-01-19,-528.93,-287.56,-816.49,4562.360000000001,2471.3500000000004,27233.35,16114.97
2024-01-22,465.69,166.65,632.34,4927.71,2696.5200000000004,27874.1,15900.5
2024-01-23,395.21,-302.16,93.05,4831.85,2363.2300000000005,28242.82,15663.69
2024-01-24,28.93,383.79,412.72,5156.2300000000005,2831.3800000000006,27751.38,16016.499999999998
2024-01-25,269.34,28.66,298.01,5715.5,2612.6000000000004,27816.820000000003,15850.319999999998
2024-01-26,614.73,75.68,690.41,5689.24,2756.870000000001,28977.86,15550.929999999998
2024-01-29,536.16,-33.51,502.65,6800.19,2195.4700000000003,29680.100000000002,15567.46
2024-01-30,-471.51,281.85,-189.66,6436.290000000001,1987.7600000000007,29412.27,15343.32
2024-01-31,510.08,284.95,795.03,6829.360000000001,2490.1700000000005,29860.96,16219.01
2024-02-01,67.66,150.52,218.17,6741.33,2569.78,29615.7,16091.59
2024-02-02,136.44,219.44,355.87,6867.32,2934.4200000000005,29443.04,16512.89
2024-02-05,136.6,-13.63,122.97,6706.01,2968.7800000000007,30367.65,16037.58
2024-02-06,24.88,212.66,237.54,6284.46,2530.7100000000005,29760.559999999998,16157.63
2024-02-07,695.85,-51.36,644.49,6512.99,2521.6200000000003,30230.13,16258.14
2024-02-08,58.14,50.67,108.81,6964.03,2414.2200000000007,29496.0,16059.96
2024-02-09,-459.77,-32.39,-492.17,6546.34,2169.4300000000007,28714.13,15709.61
2024-02-12,-96.76,-87.17,-183.93,5752.200000000001,2332.4500000000007,27966.710000000003,15379.869999999999
2024-02-13,189.35,-156.73,32.61,5394.23,2382.2500000000005,27822.79,15482.05
2024-02-14,714.61,190.31,904.91,6695.27,2884.3700000000003,27764.29,15767.57
2024-02-15,401.55,443.18,844.73,6821.080000000001,3543.340000000001,27804.71,16161.97
2024-02-16,-325.27,401.33,76.06,7384.92,4749.68,27428.399999999998,16525.68
2024-02-19,1342.59,-326.97,1015.63,8604.039999999999,4209.34,27534.77,15923.79
2024-02-20,232.39,436.76,669.15,7787.549999999999,3979.8400000000006,27222.64,16915.02
2024-02-21,737.7,-45.45,692.25,8899.199999999999,3840.0400000000004,27573.47,16719.269999999997
2024-02-22,24.14,230.22,254.36,9240.5,4445.14,28135.76,16986.48
2024-02-23,366.68,-221.86,144.82,9125.169999999998,4366.11,29046.59,16966.17
2024-02-26,519.73,92.59,612.33,10316.300000000001,4546.360000000001,29319.96,17231.51
2024-02-27,709.1,144.12,853.21,11241.78,4945.76,29856.300000000003,17389.989999999998
2024-02-28,628.68,-395.38,233.3,11472.24,4242.33,30692.04,18024.94
2024-02-29,536.1,232.48,768.58,12225.48,4181.7300000000005,31057.65,18417.81
2024-03-01,-57.54,453.78,396.24,12185.92,4932.150000000001,30105.8,19084.329999999998
2024-03-04,-185.87,-2.39,-188.27,11527.96,4662.240000000001,29472.23,18872.11
2024-03-05,266.3,458.05,724.35,11483.490000000002,4612.25,30209.03,19521.82
2024-03-06,566.56,-6.91,559.66,11816.640000000001,3984.5700000000006,30731.34,19529.44
2024-03-07,-11.36,304.88,293.52,11874.84,3379.8900000000003,31022.46,19321.64
2024-03-08,632.59,-615.57,17.01,12222.4,2984.92,31748.9,18357.76
2024-03-11,826.31,775.63,1601.94,13010.58,2863.2800000000007,32682.019999999997,18812.710000000003
2024-03-12,-358.16,498.64,140.48,12323.52,3418.1800000000003,32462.679999999997,19411.31
2024-03-13,-318.46,-35.39,-353.85,12153.53,3510.53,32671.79,19163.010000000002
2024-03-14,29.81,-541.63,-511.81,12174.62,2820.7800000000007,32665.43,18641.55
2024-03-15,253.81,136.41,390.21,12823.41,3081.8100000000004,33099.54,18786.79
2024-03-18,-162.28,-383.18,-545.46,12578.630000000001,2528.920000000001,34301.979999999996,18230.7
2024-03-19,776.1,183.46,959.56,13660.23,3058.4,33951.59,18543.26
2024-03-20,312.03,173.47,485.5,14429.28,3253.5000000000005,33619.24,18218.83
2024-03-21,119.72,-232.42,-112.7,14319.67,2585.4100000000003,33827.11,17984.449999999997
2024-03-22,-617.95,386.29,-231.66,13495.35,2938.8200000000006,33099.75,18135.23
2024-03-25,-557.91,291.67,-266.24,12446.0,3138.0100000000007,33027.67,17940.22
2024-03-26,240.5,342.75,583.25,12802.060000000001,3288.1800000000003,32320.31,17923.47
2024-03-27,-966.3,52.66,-913.64,11531.73,2939.6400000000003,30305.370000000003,18348.81
2024-03-28,606.32,-374.66,231.66,11762.650000000001,3011.5500000000006,30733.34,17790.68
2024-03-29,20.92,343.36,364.28,11461.18,3129.5500000000006,30142.489999999998,17828.819999999996
2024-04-01,1721.55,-31.11,1690.44,13495.56,3128.8800000000006,31676.399999999998,17480.15
2024-04-02,1253.96,-366.93,887.02,14574.84,2661.9600000000005,33498.72,17397.21
2024-04-03,9.28,455.61,464.89,14302.05,2749.5800000000004,33613.91,17999.93
2024-04-04,46.83,679.82,726.65,14245.29,3737.6600000000003,33494.78,18331.38
2024-04-05,597.79,37.63,635.42,15786.320000000002,4029.0800000000004,34219.840000000004,18547.539999999997
2024-04-08,951.59,697.74,1649.32,16557.670000000002,5257.450000000001,35180.76,19285.19
2024-04-09,-719.01,77.39,-641.62,14632.390000000001,5449.590000000001,34407.45,18839.82
2024-04-10,-793.19,-64.14,-857.32,13919.220000000001,4936.320000000001,33554.700000000004,18740.02
2024-04-11,-211.02,-139.14,-350.15,13972.24,4783.360000000001,33217.549999999996,18768.91
2024-04-12,391.37,541.12,932.49,14076.94,5676.52,34039.22,19523.32
2024-04-15,348.44,-184.04,164.39,14169.189999999999,5588.180000000001,34646.170000000006,19189.46
2024-04-16,634.89,270.58,905.47,14107.710000000001,6255.120000000001,35823.350000000006,19809.98
2024-04-17,-499.85,-117.75,-617.6,14136.79,6424.93,34734.59,19716.43
2024-04-18,-1058.07,-88.09,-1146.16,12613.03,6170.1900000000005,34629.34,19478.37
2024-04-19,529.01,359.07,888.08,12746.83,6831.42,34481.549999999996,19397.7
2024-04-22,-314.1,-64.01,-378.11,12403.800000000001,6383.62,33374.28,19083.429999999997
2024-04-23,-909.24,-71.44,-980.68,11225.220000000001,6283.52,32516.13,19176.21
2024-04-24,172.53,389.84,562.37,10783.019999999999,6597.68,33890.229999999996,19162.52
2024-04-25,496.59,529.22,1025.81,10743.449999999999,7160.41,34467.48,19731.59
2024-04-26,38.97,243.41,282.38,11253.93,7121.97,34438.54,20295.71
2024-04-29,-128.92,-146.43,-275.36,10614.93,6690.59,34714.92,20150.89
2024-04-30,20.32,-103.18,-82.86,10567.59,6436.89,34892.85,19566.26
2024-05-01,-85.29,73.97,-11.32,10345.859999999999,6291.42,33942.46000000001,19540.66
2024-05-02,-574.02,146.28,-427.74,9635.240000000002,6451.33,32935.979999999996,19633.18
2024-05-03,-257.34,-246.36,-503.7,9353.02,5992.31,33040.920000000006,18845.66
2024-05-06,360.64,266.91,627.55,9017.81,6310.58,34100.36,19491.98
2024-05-07,260.84,75.65,336.49,9220.51,6335.56,34424.71,19903.31
2024-05-08,184.03,-464.71,-280.68,9864.310000000001,5903.240000000001,34615.469999999994,19873.350000000002
2024-05-09,-397.57,-228.68,-626.25,9563.5,5761.7300000000005,33869.799999999996,19482.88
2024-05-10,9.25,-101.24,-91.99,9383.4,5817.220000000001,34046.71,19281.69
2024-05-13,-988.53,28.14,-960.39,7680.26,5655.05,32702.43,18797.01
2024-05-14,189.24,616.78,806.02,7467.95,5828.650000000001,31824.09,19290.75
2024-05-15,814.43,121.45,935.88,8607.65,5548.77,32130.77,19483.449999999997
2024-05-16,-637.07,-202.23,-839.3,6627.99,5673.51,31417.74,19230.68
2024-05-17,-192.96,116.19,-76.77,6202.64,5352.9400000000005,31216.359999999997,19261.56
2024-05-20,264.55,-55.63,208.93,5729.49,5342.76,31559.25,19657.46
2024-05-21,726.42,147.43,873.85,6431.77,5259.970000000001,31595.35,18941.79
2024-05-22,-124.11,224.17,100.06,5940.98,5706.000000000001,31684.899999999998,18960.0
2024-05-23,-246.13,412.77,166.64,5175.120000000001,6026.18,31316.159999999996,19259.77
2024-05-24,-884.46,42.71,-841.75,3581.56,5924.77,30306.1,19067.929999999997
2024-05-27,151.72,541.69,693.41,3104.6,6861.84,30608.71,19346.8
2024-05-28,1121.04,322.41,1443.44,3689.54,6951.770000000001,32315.98,19661.38
2024-05-29,238.68,-162.23,76.45,3985.7599999999998,6335.76,32293.170000000002,19638.52
2024-05-30,88.86,712.96,801.82,4260.49,7051.110000000001,32312.53,20121.64
2024-05-31,261.04,148.1,409.14,4255.23,6741.160000000001,32223.45,20104.03
2024-06-03,94.45,-200.54,-106.08,3783.12,6547.530000000001,32484.7,20096.460000000003
2024-06-04,-306.51,545.87,239.37,3487.9700000000003,6788.52,31467.780000000002,20166.62
2024-06-05,511.64,673.33,1184.97,3367.02,8077.420000000001,32317.81,20701.94
2024-06-06,212.88,40.09,252.97,2753.59,7341.880000000001,31574.67,20473.079999999998
2024-06-07,108.81,-101.1,7.71,3220.56,6742.14,32457.3,19904.4
2024-06-10,-387.68,-1.71,-389.4,3151.3399999999997,6775.820000000001,31752.23,19846.120000000003
2024-06-11,751.75,264.42,1016.17,3873.2799999999997,7581.870000000001,32166.26,19965.45
2024-06-12,432.35,433.36,865.71,4051.82,7878.8200000000015,32896.39,20105.8
2024-06-13,-176.46,221.15,44.69,4037.6400000000003,8483.150000000001,32407.73,20494.41
2024-06-14,600.91,80.52,681.43,3862.45,8380.210000000001,32268.879999999997,20508.710000000003
